Index	Name	Type	Nullable	References	Description
1	ftrelid	oid		pg_class.oid	"oid of the pg_class entry for this foreign table"
2	ftserver	oid		pg_foreign_server.oid	"oid of the foreign server for this foreign table"
3	ftoptions	text[]			"foreign table options, as ""keyword=value"" strings"
