Index	Name	Type	Nullable	References	Description
1	mapcfg	oid		pg_ts_config.oid	"the oid of the pg_ts_config entry owning this map entry"
2	maptokentype	integer			"a token type emitted by the configuration's parser"
3	mapseqno	integer			"order in which to consult this entry (lower mapseqnos first)"
4	mapdict	oid		pg_ts_dict.oid	"the oid of the text search dictionary to consult"
