Index	Name	Type	References	Description
0	relname	NAME		"notify condition name. (the name need not match any\n          actual relation in the database; the name relname is historical.)"	
1	listenerpid	INT4		"pid of the server process that created this\n          entry"	
2	notification	INT4		"zero if no event is pending for this listener. if an\n          event is pending, the pid of the server process that sent\n          the notification"	
