Index	Name	Type	Nullable	References	Description
0	conname	name			"conversion name (unique within a namespace)"
1	connamespace	oid		pg_namespace.oid	"the oid of the namespace that contains this conversion"
2	conowner	oid		pg_authid.oid	"owner of the conversion"
3	conforencoding	int4			"source encoding id"
4	contoencoding	int4			"destination encoding id"
5	conproc	regproc		pg_proc.oid	"conversion procedure"
6	condefault	bool			"true if this is the default conversion"
