Name	Type	References	Description
umid	oid	pg_user_mapping.oid	"oid of the user mapping"
srvid	oid	pg_foreign_server.oid	"the oid of the foreign server that contains this mapping"
srvname	name	pg_foreign_server.srvname	"name of the foreign server"
umuser	oid	pg_authid.oid	"oid of the local role being mapped, 0 if the user mapping is public"
usename	name		"name of the local user to be mapped"
umoptions	text[]		"user mapping specific options, as ""keyword=value"" strings"
