Name	Type	References	Description
transaction	xid		"numeric transaction identifier of the prepared transaction"
gid	text		"global transaction identifier that was assigned to the transaction"
prepared	"timestamp with time zone"		"time at which the transaction was prepared for commit"
owner	name	pg_authid.rolname	"name of the user that executed the transaction"
database	name	pg_database.datname	"name of the database in which the transaction was executed"
