Name	Type	References	Description
name	name		"extension name"
version	text		"version name"
installed	bool		"true if this version of this extension is currently installed"
superuser	bool		"true if only superusers are allowed to install this extension (but see trusted)"
trusted	bool		"true if the extension can be installed by non-superusers with appropriate privileges"
relocatable	bool		"true if extension can be relocated to another schema"
schema	name		"name of the schema that the extension must be installed into, or null if partially or fully relocatable"
requires	name[]		"names of prerequisite extensions, or null if none"
comment	text		"comment string from the extension's control file"
