Name	Type	Nullable	References	Description
applied	bool			"true if the value can be applied successfully"
error	text			"if not null, an error message indicating why this entry could not be applied"
name	text			"configuration parameter name"
seqno	int4			"order in which the entries are processed (1..n)"
setting	text			"value to be assigned to the parameter"
sourcefile	text			"full path name of the configuration file"
sourceline	int4			"line number within the configuration file where the entry appears"
