Name	Type	Nullable	References	Description
external_id	text		pg_replication_origin.roname	"external node identifier"
local_id	oid		pg_replication_origin.roident	"internal node identifier"
local_lsn	pg_lsn			"this node's lsn at which remote_lsn has been replicated. used to flush commit records before persisting data to disk when using asynchronous commits."
remote_lsn	pg_lsn			"the origin node's lsn up to which data has been replicated."
