Index	Name	Type	Nullable	References	Description
1	oid	oid			"row identifier (hidden attribute; must be explicitly selected)"
2	adrelid	oid		pg_class.oid	"the table this column belongs to"
3	adnum	int2		pg_attribute.attnum	"the number of the column"
4	adbin	pg_node_tree			"the internal representation of the column default value"
5	adsrc	text			"a human-readable representation of the default value"
