Index	Name	Type	References	Description
0	tmplname	NAME			"text search template name"
1	tmplnamespace	OID		pg_namespace.oid	"the oid of the namespace that contains this template"
2	tmplinit	REGPROC		pg_proc.oid	"oid of the template's initialization function"
3	tmpllexize	REGPROC		pg_proc.oid	"oid of the template's lexize function"
