Index	Name	Type	Nullable	References	Description
1	extname	name	false		"name of the extension"
2	extowner	oid	false		"owner of the extension"
3	extnamespace	oid	false		"schema containing the extension's exported objects"
4	extrelocatable	bool	false		"true if extension can be relocated to another schema"
5	extversion	text	true		"version name for the extension"
6	extconfig	oid[]	true		"array of regclass oids for the extension's configuration table(s), or null if none"
7	extcondition	text[]	true		"array of where-clause filter conditions for the extension's configuration table(s), or null if none"
