Index	Name	Type	Nullable	References	Description
1	objoid	oid	false		"the oid of the object this security label pertains to"
2	classoid	oid	false		"the oid of the system catalog this object appears in"
3	objsubid	int4	false		"for a security label on a table column, this is the column number (the objoid and classoid refer to the table itself). for all other object types, this column is zero."
4	provider	text	true		"the label provider associated with this label."
5	label	text	true		"the security label applied to this object."
