Index	Name	Type	References	Description
0	name	TEXT			"the name of the cursor"
1	statement	TEXT			"the verbatim query string submitted to declare this cursor"
2	is_holdable	BOOLEAN			"true if the cursor is holdable (that is, it can be accessed after the transaction that declared the cursor has committed); false otherwise"
3	is_binary	BOOLEAN			"true if the cursor was declared binary; false otherwise"
4	is_scrollable	BOOLEAN			"true if the cursor is scrollable (that is, it allows rows to be retrieved in a nonsequential manner); false otherwise"
5	creation_time	TIMESTAMPTZ			"the time at which the cursor was declared"
