Index	Name	Type	Nullable	References	Description
1	name	text			"the name of the cursor"
2	statement	text			"the verbatim query string submitted to declare this cursor"
3	is_holdable	bool			"true if the cursor is holdable (that is, it can be accessed after the transaction that declared the cursor has committed); false otherwise"
4	is_binary	bool			"true if the cursor was declared binary; false otherwise"
5	is_scrollable	bool			"true if the cursor is scrollable (that is, it allows rows to be retrieved in a nonsequential manner); false otherwise"
6	creation_time	timestamptz			"the time at which the cursor was declared"
