Name	Type	References	Description
sourcefile	text		"full path name of the configuration file"
sourceline	integer		"line number within the configuration file where the entry appears"
seqno	integer		"order in which the entries are processed (1..n)"
name	text		"configuration parameter name"
setting	text		"value to be assigned to the parameter"
applied	boolean		"true if the value can be applied successfully"
error	text		"if not null, an error message indicating why this entry could not be applied"
