Index	Name	Type	References	Description
0	adrelid	OID		pg_class.oid	"the table this column belongs to"
1	adnum	INT2		pg_attribute.attnum	"the number of the column"
2	adbin	TEXT			"an internal representation of the column default value"
3	adsrc	TEXT			"a human-readable representation of the default value"
