Name	Type	References	Description
oid	oid	 	Row identifier (hidden attribute; must be explicitly\nselected)
opcmethod	oid	pg_am.oid	Index access method operator class is for
opcname	name	 	Name of this operator class
opcnamespace	oid	pg_namespace.oid	Namespace of this operator class
opcowner	oid	pg_authid.oid	Owner of the operator class
opcfamily	oid	pg_opfamily.oid	Operator family containing the operator class
opcintype	oid	pg_type.oid	Data type that the operator class indexes
opcdefault	bool	 	True if this operator class is the default for opcintype
opckeytype	oid	pg_type.oid	Type of data stored in index, or zero if same as opcintype
