Name	Type	References	Description
oid	oid	 	Row identifier (hidden attribute; must be explicitly\nselected)
defaclrole	oid	pg_authid.oid	The OID of the role associated with this entry
defaclnamespace	oid	pg_namespace.oid	The OID of the namespace associated with this entry, or 0 if\nnone
defaclobjtype	char	 	Type of object this entry is for: r =\nrelation (table, view), S = sequence, f = function, T = type
defaclacl	aclitem[]	 	Access privileges that this type of object should have on\ncreation
