Name	Type	References	Description
rngtypid	oid	pg_type.oid	OID of the range type
rngsubtype	oid	pg_type.oid	OID of the element type (subtype) of this range type
rngcollation	oid	pg_collation.oid	OID of the collation used for range comparisons, or 0 if\nnone
rngsubopc	oid	pg_opclass.oid	OID of the subtype's operator class used for range\ncomparisons
rngcanonical	regproc	pg_proc.oid	OID of the function to convert a range value into canonical\nform, or 0 if none
rngsubdiff	regproc	pg_proc.oid	OID of the function to return the difference between two\nelement values as double precision, or 0 if none
