Name	Type	Nullable	References	Description
opcamid	oid		pg_am.oid	"index access method operator class is for"
opcdefault	bool			"true if this operator class is the default for opcintype"
opcintype	oid		pg_type.oid	"data type that the operator class indexes"
opckeytype	oid		pg_type.oid	"type of data stored in index, or zero if same as opcintype"
opcname	name			"name of this operator class"
opcnamespace	oid		pg_namespace.oid	"namespace of this operator class"
opcowner	oid		pg_authid.oid	"owner of the operator class"
