Name	Type	References	Description
map_number	int4		"number of this map, in priority order, if valid, otherwise null"
file_name	text		"name of the file containing this map"
line_number	int4		"line number of this map in file_name"
map_name	text		"name of the map"
sys_name	text		"detected user name of the client"
pg_username	text		"requested postgresql user name"
error	text		"if not null, an error message indicating why this line could not be processed"
