Name	Type	Nullable	References	Description
passwd	text			"not the password (always reads as ********)"
usecatupd	bool			"user may update system catalogs. (even a superuser may not do this unless this column is true.)"
useconfig	text[]			"session defaults for run-time configuration variables"
usecreatedb	bool			"user may create databases"
usename	name			"user name"
usesuper	bool			"user is a superuser"
usesysid	int4			"user id (arbitrary number used to reference this user)"
valuntil	abstime			"account expiry time (only used for password authentication)"
