Index	Name	Type	Nullable	References	Description
0	schemaname	name		pg_namespace.nspname	"name of schema containing materialized view"
1	matviewname	name		pg_class.relname	"name of materialized view"
2	matviewowner	name		pg_authid.rolname	"name of materialized view's owner"
3	tablespace	name		pg_tablespace.spcname	"name of tablespace containing materialized view (null if default for database)"
4	hasindexes	boolean			"true if materialized view has (or recently had) any indexes"
5	ispopulated	boolean			"true if materialized view is currently populated"
6	definition	text			"materialized view definition (a reconstructed select query)"
