Name	Type	Nullable	References	Description
classoid	oid		pg_class.oid	"the oid of the system catalog this object appears in"
label	text		pg_seclabel.label	"the security label applied to this object."
objname	text			"the name of the object to which this label applies, as text."
objnamespace	oid		pg_namespace.oid	"the oid of the namespace for this object, if applicable; otherwise null."
objoid	oid		"any oid column"	"the oid of the object this security label pertains to"
objsubid	int4			"for a security label on a table column, this is the column number (the objoid and classoid refer to the table itself). for all other object types, this column is zero."
objtype	text			"the type of object to which this label applies, as text."
provider	text		pg_seclabel.provider	"the label provider associated with this label."
