Name	Type	Nullable	References	Description
comment	text			"comment string from the extension's control file"
installed	bool			"true if this version of this extension is currently installed"
name	name			"extension name"
relocatable	bool			"true if extension can be relocated to another schema"
requires	name[]			"names of prerequisite extensions, or null if none"
schema	name			"name of the schema that the extension must be installed into, or null if partially or fully relocatable"
superuser	bool			"true if only superusers are allowed to install this extension"
version	text			"version name"
