schemaname	name	true	pg_namespace.nspname	"name of schema containing tabl"
tablename	name	true	pg_class.relname	"name of table the rule is fo"
rulename	name	true	pg_rewrite.rulename	"name of rul"
definition	text	true		"rule definition (a reconstructed creation command"
