Index	Name	Type	Nullable	References	Description
0	schemaname	name		pg_namespace.nspname	"name of schema containing view"
1	viewname	name		pg_class.relname	"name of view"
2	viewowner	name		pg_authid.rolname	"name of view's owner"
3	definition	text			"view definition (a reconstructed select query)"
