Name	Type	References	Description
oid	oid		Row identifier
opcmethod	oid	pg_opclass.[object Object]	Index access method operator class is for
opcname	name		Name of this operator class
opcnamespace	oid	pg_opclass.[object Object]	Namespace of this operator class
opcowner	oid	pg_opclass.[object Object]	Owner of the operator class
opcfamily	oid	pg_opclass.[object Object]	Operator family containing the operator class
opcintype	oid	pg_opclass.[object Object]	Data type that the operator class indexes
opcdefault	bool		True if this operator class is the default for opcintype
opckeytype	oid	pg_opclass.[object Object]	Type of data stored in index, or zero if same as opcintype
