Name	Type	References	Description
oid	oid		Row identifier
opcmethod	oid	pg_opclass.oid	Index access method operator class is for
opcname	name		Name of this operator class
opcnamespace	oid	pg_opclass.oid	Namespace of this operator class
opcowner	oid	pg_opclass.oid	Owner of the operator class
opcfamily	oid	pg_opclass.oid	Operator family containing the operator class
opcintype	oid	pg_opclass.oid	Data type that the operator class indexes
opcdefault	bool		True if this operator class is the default for opcintype
opckeytype	oid	pg_opclass.oid	Type of data stored in index, or zero if same as opcintype
