Name	Type	References	Description
oid	oid		Row identifier
extname	name		Name of the extension
extowner	oid	pg_extension.oid	Owner of the extension
extnamespace	oid	pg_extension.oid	Schema containing the extension's exported objects
extrelocatable	bool		True if extension can be relocated to another schema
extversion	text		Version name for the extension
extconfig	oid[]	pg_extension.oid	Array of regclass OIDs for the extension's configuration table(s), or NULL if none
extcondition	text[]		Array of WHERE-clause filter conditions for the extension's configuration table(s), or NULL if none
