Name	Type	References	Description
setdatabase	oid	pg_db_role_setting.[object Object]	The OID of the database the setting is applicable to, or zero if not database-specific
setrole	oid	pg_db_role_setting.[object Object]	The OID of the role the setting is applicable to, or zero if not role-specific
setconfig	text[]		Defaults for run-time configuration variables
