Name	Type	References	Description
oid	oid		Row identifier
tmplname	name		Text search template name
tmplnamespace	oid	pg_ts_template.[object Object]	The OID of the namespace that contains this template
tmplinit	regproc	pg_ts_template.[object Object]	OID of the template's initialization function
tmpllexize	regproc	pg_ts_template.[object Object]	OID of the template's lexize function
