Name	Type	References	Description
oid	oid		Row identifier
opfmethod	oid	pg_opfamily.[object Object]	Index access method operator family is for
opfname	name		Name of this operator family
opfnamespace	oid	pg_opfamily.[object Object]	Namespace of this operator family
opfowner	oid	pg_opfamily.[object Object]	Owner of the operator family
