Name	Type	References	Description
oid	oid		Row identifier
stxrelid	oid	pg_statistic_ext.oid	Table containing the columns described by this object
stxname	name		Name of the statistics object
stxnamespace	oid	pg_statistic_ext.oid	The OID of the namespace that contains this statistics object
stxowner	oid	pg_statistic_ext.oid	Owner of the statistics object
stxstattarget	int4		stxstattarget controls the level of detail of statistics accumulated for this statistics object by ANALYZE. A zero value indicates that no statistics should be collected. A negative value says to use the maximum of the statistics targets of the referenced columns, if set, or the system default statistics target. Positive values of stxstattarget determine the target number of "most common values” to collect.
stxkeys	int2vector	pg_statistic_ext.attnum	An array of attribute numbers, indicating which table columns are covered by this statistics object; for example a value of 1 3 would mean that the first and the third table columns are covered
stxkind	char[]		An array containing codes for the enabled statistic kinds; valid values are: d for n-distinct statistics, f for functional dependency statistics, and m for most common values (MCV) list statistics
