Name	Type	References	Description
objoid	oid		The OID of the object this description pertains to
classoid	oid	pg_description.[object Object]	The OID of the system catalog this object appears in
objsubid	int4		For a comment on a table column, this is the column number (the objoid and classoid refer to the table itself). For all other object types, this column is zero.
description	text		Arbitrary text that serves as the description of this object
