Name	Type	References	Description
oid	oid		Row identifier
polname	name		The name of the policy
polrelid	oid	pg_class.oid	The table to which the policy applies
polcmd	char		The command type to which the policy is applied: r for SELECT, a for INSERT, w for UPDATE, d for DELETE, or * for all
polpermissive	bool		Is the policy permissive or restrictive?
polroles	oid[]	pg_authid.oid	The roles to which the policy is applied
polqual	pg_node_tree		The expression tree to be added to the security barrier qualifications for queries that use the table
polwithcheck	pg_node_tree		The expression tree to be added to the WITH CHECK qualifications for queries that attempt to add rows to the table
