Name	Type	References	Description
mapcfg	oid	pg_ts_config_map.[object Object]	The OID of the pg_ts_config entry owning this map entry
maptokentype	int4		A token type emitted by the configuration's parser
mapseqno	int4		Order in which to consult this entry (lower mapseqnos first)
mapdict	oid	pg_ts_config_map.[object Object]	The OID of the text search dictionary to consult
