Name	Type	References	Description
oid	oid		Row identifier
trftype	oid	pg_transform.[object Object]	OID of the data type this transform is for
trflang	oid	pg_transform.[object Object]	OID of the language this transform is for
trffromsql	regproc	pg_transform.[object Object]	The OID of the function to use when converting the data type for input to the procedural language (e.g., function parameters). Zero is stored if this operation is not supported.
trftosql	regproc	pg_transform.[object Object]	The OID of the function to use when converting output from the procedural language (e.g., return values) to the data type. Zero is stored if this operation is not supported.
