Name	Type	References	Description
roleid	oid	pg_auth_members.[object Object]	ID of a role that has a member
member	oid	pg_auth_members.[object Object]	ID of a role that is a member of roleid
grantor	oid	pg_auth_members.[object Object]	ID of the role that granted this membership
admin_option	bool		True if member can grant membership in roleid to others
