Name	Type	References	Description
setdatabase	oid		"the oid of the database the setting is applicable to, or zero if not database-specific"
setrole	oid		"the oid of the role the setting is applicable to, or zero if not role-specific"
setconfig	text[]		"defaults for run-time configuration variables"
