Name	Type	References	Description
dictname	name		"text search dictionary name"
dictnamespace	oid	pg_namespace.oid	"the oid of the namespace that contains this dictionary"
dictowner	oid	pg_authid.oid	"owner of the dictionary"
dicttemplate	oid	pg_ts_template.oid	"the oid of the text search template for this dictionary"
dictinitoption	text		"initialization option string for the template"
