Name	Type	References	Description
relname	name		"notify condition name. (the name need not match any actual relation in the database; the term ""relname"" is historical.)"
listenerpid	int4		"pid of the backend process that created this entry."
notification	int4		"zero if no event is pending for this listener. if an event is pending, the pid of the backend that sent the notification."
