Name	Type	Nullable
locktype	text	true
database	oid	true
relation	oid	true
page	int4	true
tuple	int2	true
virtualxid	text	true
transactionid	xid	true
classid	oid	true
objid	oid	true
objsubid	int2	true
virtualtransaction	text	true
pid	int4	true
mode	text	true
granted	bool	true
fastpath	bool	true
