Name	Type	References	Description
transaction	xid		Numeric transaction identifier of the prepared transaction
gid	text		Global transaction identifier that was assigned to the transaction
prepared	timestamptz		Time at which the transaction was prepared for commit
owner	name	pg_prepared_xacts.rolname	Name of the user that executed the transaction
database	name	pg_prepared_xacts.datname	Name of the database in which the transaction was executed
