Name	Type	References	Description
schemaname	name	pg_rules.nspname	Name of schema containing table
tablename	name	pg_rules.relname	Name of table the rule is for
rulename	name	pg_rules.rulename	Name of rule
definition	text		Rule definition (a reconstructed creation command)
