Name	Type	References	Description
rngtypid	oid		"oid of the range type"
rngsubtype	oid		"oid of the element type (subtype) of this range type"
rngcollation	oid		"oid of the collation used for range comparisons, or 0 if none"
rngsubopc	oid		"oid of the subtype's operator class used for range comparisons"
rngcanonical	regproc		"oid of the function to convert a range value into canonical form, or 0 if none"
rngsubdiff	regproc		"oid of the function to return the difference between two element values as double precision, or 0 if none"
