Index	Name	Type	References	Description
0	sourcefile	TEXT			"full path name of the configuration file"
1	sourceline	INTEGER			"line number within the configuration file where the entry appears"
2	seqno	INTEGER			"order in which the entries are processed (1..n)"
3	name	TEXT			"configuration parameter name"
4	setting	TEXT			"value to be assigned to the parameter"
5	applied	BOOLEAN			"true if the value can be applied successfully"
6	error	TEXT			"if not null, an error message indicating why this entry could not be applied"
