Index	Name	Type	Nullable	References	Description
0	local_id	oid		pg_replication_origin.roident	"internal node identifier"
1	external_id	text		pg_replication_origin.roname	"external node identifier"
2	remote_lsn	pg_lsn			"the origin node's lsn up to which data has been replicated."
3	local_lsn	pg_lsn			"this node's lsn at which remote_lsn has been replicated. used to flush commit records before persisting data to disk when using asynchronous commits."
