Name	Type	Nullable
tableoid	oid	false
cmax	cid	false
xmax	xid	false
cmin	cid	false
xmin	xid	false
oid	oid	false
ctid	tid	false
extname	name	false
extowner	oid	false
extnamespace	oid	false
extrelocatable	bool	false
extversion	text	true
extconfig	oid[]	true
extcondition	text[]	true
