Name	Type	References	Description
tmplname	name		"name of the language this template is for"
tmpltrusted	bool		"true if language is considered trusted"
tmpldbacreate	bool		"true if language may be created by a database owner"
tmplhandler	text		"name of call handler function"
tmplinline	text		"name of anonymous-block handler function, or null if none"
tmplvalidator	text		"name of validator function, or null if none"
tmpllibrary	text		"path of shared library that implements language"
tmplacl	aclitem[]		"access privileges for template (not actually used)"
