Index	Name	Type	Nullable	References	Description
1	oid	oid	false		"row identifier"
2	opfmethod	oid	false		"index access method operator family is for"
3	opfname	name	false		"name of this operator family"
4	opfnamespace	oid	false		"namespace of this operator family"
5	opfowner	oid	false		"owner of the operator family"
