Index	Name	Type	Nullable	References	Description
0	objoid	OID		"any oid column"	"the oid of the specific object"
1	classoid	OID		pg_class.oid	"the oid of the system catalog the object is in"
2	objsubid	INT4			"for a table column, this is the column number (the objoid and classoid refer to the table itself). for all other object types, this column is zero."
3	privtype	CHAR			"a code defining the type of initial privilege of this object; see text"
4	initprivs	ACLITEM[]			"the initial access privileges; see section 5.7 for details"
