Index	Name	Type	Nullable	References	Description
0	oid	OID			"row identifier"
1	prsname	NAME			"text search parser name"
2	prsnamespace	OID		pg_namespace.oid	"the oid of the namespace that contains this parser"
3	prsstart	REGPROC		pg_proc.oid	"oid of the parser's startup function"
4	prstoken	REGPROC		pg_proc.oid	"oid of the parser's next-token function"
5	prsend	REGPROC		pg_proc.oid	"oid of the parser's shutdown function"
6	prsheadline	REGPROC		pg_proc.oid	"oid of the parser's headline function"
7	prslextype	REGPROC		pg_proc.oid	"oid of the parser's lextype function"
