Name	Type	References	Description
amopclaid	oid	pg_opclass.oid	The index operator class this entry is for
amopsubtype	oid	pg_type.oid	Subtype to distinguish multiple entries for one\n strategy; zero for default
amopstrategy	int2	 	Operator strategy number
amopreqcheck	bool	 	Index hit must be rechecked
amopopr	oid	pg_operator.oid	OID of the operator
