Index	Name	Type	Nullable	References	Description
1	oid	oid	false		"row identifier"
2	prpubid	oid	false		"reference to publication"
3	prrelid	oid	false		"reference to relation"
4	prqual	pg_node_tree	true		"expression tree (in nodetostring() representation) for the relation's publication qualifying condition. null if there is no publication qualifying condition."
5	prattrs	int2vector	true		"this is an array of values that indicates which table columns are part of the publication. for example, a value of 1 3 would mean that the first and the third table columns are published. a null value indicates that all columns are published."
