Index	Name	Type	Nullable	References	Description
0	oid	OID			"row identifier"
1	extname	NAME			"name of the extension"
2	extowner	OID			"owner of the extension"
3	extnamespace	OID			"schema containing the extension's exported objects"
4	extrelocatable	BOOL			"true if extension can be relocated to another schema"
5	extversion	TEXT			"version name for the extension"
6	extconfig	OID[]			"array of regclass oids for the extension's configuration table(s), or null if none"
7	extcondition	TEXT[]			"array of where-clause filter conditions for the extension's configuration table(s), or null if none"
