Index	Name	Type	Nullable	References	Description
1	oid	oid			"row identifier"
2	cfgname	name			"text search configuration name"
3	cfgnamespace	oid			"the oid of the namespace that contains this configuration"
4	cfgowner	oid			"owner of the configuration"
5	cfgparser	oid			"the oid of the text search parser for this configuration"
