Index	Name	Type	Nullable	References	Description
1	objoid	oid			"the oid of the object this security label pertains to"
2	classoid	oid			"the oid of the system catalog this object appears in"
3	provider	text			"the label provider associated with this label."
4	label	text			"the security label applied to this object."
