Index	Name	Type	Nullable	References	Description
1	name	name			"extension name"
2	default_version	text			"name of default version, or null if none is specified"
3	installed_version	text			"currently installed version of the extension, or null if not installed"
4	comment	text			"comment string from the extension's control file"
