Index	Name	Type	Nullable	References	Description
0	name	name			"extension name"
1	version	text			"version name"
2	installed	bool			"true if this version of this extension is currently installed"
3	superuser	bool			"true if only superusers are allowed to install this extension"
4	relocatable	bool			"true if extension can be relocated to another schema"
5	schema	name			"name of the schema that the extension must be installed into, or null if partially or fully relocatable"
6	requires	name[]			"names of prerequisite extensions, or null if none"
7	comment	text			"comment string from the extension's control file"
