Index	Name	Type	Nullable	References	Description
1	name	text			"the identifier of the prepared statement"
2	statement	text			"the query string submitted by the client to create this prepared statement. for prepared statements created via sql, this is the prepare statement submitted by the client. for prepared statements created via the frontend/backend protocol, this is the text of the prepared statement itself."
3	prepare_time	timestamptz			"the time at which the prepared statement was created"
4	parameter_types	regtype[]			"the expected parameter types for the prepared statement in the form of an array of regtype. the oid corresponding to an element of this array can be obtained by casting the regtype value to oid."
5	from_sql	boolean			"true if the prepared statement was created via the prepare sql statement; false if the statement was prepared via the frontend/backend protocol"
