Index	Name	Type	References	Description
0	rngtypid	OID		pg_type.oid	"oid of the range type"
1	rngsubtype	OID		pg_type.oid	"oid of the element type (subtype) of this range type"
2	rngcollation	OID		pg_collation.oid	"oid of the collation used for range comparisons, or 0 if none"
3	rngsubopc	OID		pg_opclass.oid	"oid of the subtype's operator class used for range comparisons"
4	rngcanonical	REGPROC		pg_proc.oid	"oid of the function to convert a range value into canonical form, or 0 if none"
5	rngsubdiff	REGPROC		pg_proc.oid	"oid of the function to return the difference between two element values as double precision, or 0 if none"
