Name	Type	Nullable	References	Description
extcondition	text[]			"array of where-clause filter conditions for the extension's configuration table(s), or null if none"
extconfig	oid[]		pg_class.oid	"array of regclass oids for the extension's configuration table(s), or null if none"
extname	name			"name of the extension"
extnamespace	oid		pg_namespace.oid	"schema containing the extension's exported objects"
extowner	oid		pg_authid.oid	"owner of the extension"
extrelocatable	bool			"true if extension can be relocated to another schema"
extversion	text			"version name for the extension"
